"publisher","name","align","eye","hair","sex","alive","appearances","year"
"dc","Avia (New Earth)","Good","Blue","Blond","Female","Deceased",6,1972
"dc","James Corrigan (Earth-One)","Good","Black","Black","Male","Living",6,1972
"dc","Richard Wilson (New Earth)","Neutral","Blue","Brown","Male","Living",6,1970
"dc","Vera Sweet (New Earth)","Neutral","Green","Blond","Female","Living",6,1968
"dc","Farmer Boy (New Earth)","Good","Blue","Blond","Male","Living",6,1964
"dc","F. Gaylord Clayburne III (New Earth)","Good","Blue","Brown","Male","Living",6,1963
"dc","Jeanne Walker (New Earth)","Good","Blue","Blond","Female","Living",6,1961
"dc","Jonathan Mayhew (New Earth)","Bad","Blue","Brown","Male","Deceased",6,1957
"dc","Ranger (New Earth)","Good","Green","Red","Male","Deceased",6,1955
"dc","Gerald Shilling (New Earth)","Bad","Brown","Brown","Male","Living",6,1954
"dc","Orithia (New Earth)","Good","Green","Black","Female","Living",5,2011
"dc","Rani Singh (New Earth)","Good","Brown","Brown","Male","Living",5,2011
"dc","Tataka (New Earth)","Bad","Red","Black","Female","Living",5,2011
"dc","Vijay Singh (New Earth)","Good","Brown","Brown","Male","Living",5,2011
"dc","Zachary Gate (New Earth)","Bad","Blue","Blond","Male","Living",5,2011
"dc","Catwoman III (New Earth)","Neutral","Blue","Black","Female","Living",5,2010
"dc","Chloe Sullivan (New Earth)","Good","Blue","Blond","Female","Living",5,2010
"dc","Goliath (New Earth)","Bad","White","Brown","Male","Living",5,2010
"dc","Mateo Burland (New Earth)","Bad","Black","Brown","Male","Living",5,2010
"dc","Peter Hayes (New Earth)","Bad","Brown","Brown","Male","Living",5,2010
"dc","Archer of Angelsport (New Earth)","Bad","Brown","White","Male","Deceased",5,2009
"dc","Donna Anderson (New Earth)","Neutral","Green","Brown","Female","Deceased",5,2009
"dc","Jamal Stuart (New Earth)","Good","Brown","Black","Male","Living",5,2009
"dc","Millicent Mayne (New Earth)","Good","Blue","Brown","Female","Living",5,2009
"dc","Riki Kimura (New Earth)","Good","Black","others","Male","Living",5,2009
"dc","Sean Sonus (New Earth)","Bad","Blue","White","Male","Living",5,2009
"dc","Son of the Fallen (New Earth)","Good","Black","Black","Male","Living",5,2009
"dc","Burn (New Earth)","Bad","Blue","Brown","Male","Deceased",5,2008
"dc","Jesse (New Earth)","Bad","Red","Black","Male","Living",5,2008
"dc","Marque (New Earth)","Bad","Black","Black","Female","Living",5,2008
"dc","Sendrina (New Earth)","Good","Red","Brown","Female","Living",5,2008
"dc","Brother Flay (New Earth)","Bad","Brown","Black","Male","Deceased",5,2007
"dc","Frank Halloran (New Earth)","Neutral","others","Blond","Male","Deceased",5,2007
"dc","Hackett (New Earth)","Bad","Brown","Brown","Male","Living",5,2007
"dc","Kid Crusader (New Earth)","Bad","Black","Black","Male","Living",5,2007
"dc","Chief Justice (New Earth)","Bad","Blue","Black","Male","Living",5,2006
"dc","Giggs (New Earth)","Bad","Green","others","Male","Living",5,2006
"dc","John Smalls (New Earth)","Neutral","Brown","Black","Male","Living",5,2006
"dc","Mister Choi (New Earth)","Neutral","Brown","Black","Male","Living",5,2006
"dc","Sara Smart (New Earth)","Bad","Blue","Red","Female","Living",5,2006
"dc","Ali-Ka Zoom (New Earth)","Good","Black","Black","Male","Living",5,2005
"dc","Lisa Yurigama (New Earth)","Bad","Brown","Black","Female","Living",5,2005
"dc","Takahata (New Earth)","Good","Brown","Black","Male","Living",5,2005
"dc","Jennifer Stuart (New Earth)","Good","Blue","Blond","Female","Living",5,2003
"dc","Madeline Benoir (New Earth)","Neutral","Green","Red","Female","Living",5,2003
"dc","Mateo Flores (New Earth)","Bad","Brown","Black","Male","Living",5,2002
"dc","Epiphany (New Earth)","Good","Blue","Blond","Female","Living",5,2001
"dc","Mary Tanner (New Earth)","Bad","White","Red","Female","Living",5,2001
"dc","Oshi Sin Gaaz (New Earth)","Good","Brown","Black","Female","Living",5,2001
"dc","Seraph (New Earth)","Good","Brown","Black","Female","Living",5,2001
"dc","Tana Moon II (New Earth)","Good","Brown","Black","Female","Living",5,2001
"dc","Agua Sin Gaaz (New Earth)","Bad","Brown","Black","Male","Deceased",5,2000
"dc","Ekin Tzu (New Earth)","Neutral","Brown","Black","Male","Living",5,2000
"dc","La Salamanca (New Earth)","Good","Brown","Black","Female","Living",5,2000
"dc","Matthew Logan (New Earth)","Good","Brown","Black","Male","Living",5,2000
"dc","Sala Nisaba (New Earth)","Good","Green","Brown","Female","Living",5,2000
"dc","Skizm (New Earth)","Bad","Brown","Black","Male","Living",5,2000
"dc","Akila (New Earth)","Good","Brown","Brown","Female","Living",5,1999
"dc","Goth (New Earth)","Bad","Red","Black","Male","Deceased",5,1999
"dc","Bamboo Monkey (New Earth)","Bad","Brown","Black","Male","Living",5,1998
"dc","Brainiac 4 (Post-Zero Hour)","Bad","Green","Blond","Female","Living",5,1998
"dc","Jonathan Double (New Earth)","Good","Blue","Blond","Male","Living",5,1998
"dc","Deanna Barr (New Earth)","Good","Blue","Brown","Female","Living",5,1997
"dc","Georgia Redmond (New Earth)","Good","Brown","Black","Female","Living",5,1997
"dc","Angelica Wallis (New Earth)","Good","Brown","Black","Female","Living",5,1996
"dc","Frederick Danvers (New Earth)","Good","Brown","Black","Male","Living",5,1996
"dc","Henrietta Jessup (New Earth)","Good","Brown","Black","Female","Living",5,1996
"dc","Maxwell Veezey (New Earth)","Bad","Black","Brown","Male","Living",5,1996
"dc","Slizzath (New Earth)","Bad","Red","others","Male","Deceased",5,1996
"dc","Moira Queen (New Earth)","Good","Green","Blond","Female","Deceased",5,1995
"dc","Robert Henry Queen (New Earth)","Good","Green","Blond","Male","Deceased",5,1995
"dc","Wolf Krieger (New Earth)","Bad","Black","others","Male","Living",5,1995
"dc","David Manguy (New Earth)","Neutral","Blue","Black","Male","Living",5,1994
"dc","Jerry Conover (New Earth)","Good","Brown","Black","Male","Living",5,1994
"dc","Kimon Tanaka (New Earth)","Bad","Black","Black","Male","Living",5,1994
"dc","Nuliajuk (New Earth)","Bad","White","Black","Female","Living",5,1994
"dc","Sujatmi Sunowaparti (New Earth)","Good","Brown","Black","Female","Living",5,1994
"dc","Alexander Trent (New Earth)","Bad","Blue","Blond","Male","Deceased",5,1993
"dc","Deena Walker (New Earth)","Good","Blue","Red","Female","Living",5,1993
"dc","Bonnie Robinson (New Earth)","Good","Blue","Blond","Female","Living",5,1992
"dc","Jakob Whorrsman (New Earth)","Bad","Blue","Blond","Male","Living",5,1992
"dc","Lin Canar (New Earth)","Good","Green","others","Male","Living",5,1992
"dc","Catseye (New Earth)","Bad","Brown","Black","Male","Deceased",5,1991
"dc","Schrek (New Earth)","Bad","Black","Blond","Male","Deceased",5,1991
"dc","William Wildeagle (New Earth)","Good","Blue","Black","Male","Living",5,1991
"dc","Dagon-Ra (New Earth)","Bad","Blue","White","Male","Deceased",5,1990
"dc","Lark (New Earth)","Bad","Brown","Brown","Female","Living",5,1990
"dc","Mister Whisper (New Earth)","Bad","Blue","Black","Male","Deceased",5,1990
"dc","Narmea (New Earth)","Good","Blue","Brown","Female","Living",5,1990
"dc","Nowhere Man (New Earth)","Good","Blue","Brown","Male","Living",5,1990
"dc","Ruth Spencer (New Earth)","Bad","Brown","Black","Female","Living",5,1990
"dc","Deb Kafka (New Earth)","Good","Brown","Brown","Female","Living",5,1989
"dc","Jean-Marc de Villars (New Earth)","Good","Black","White","Male","Living",5,1989
"dc","John Henry Martin (New Earth)","Bad","Brown","Brown","Male","Living",5,1989
"dc","Kem-L (New Earth)","Good","Blue","Black","Male","Living",5,1989
"dc","Kuei (New Earth)","Good","Black","others","Male","Living",5,1989
"dc","Sonya Chuikov (New Earth)","Good","Black","Black","Female","Living",5,1989
"dc","Xanthi (New Earth)","Neutral","Black","White","Male","Deceased",5,1989
"dc","Henry Cobb Armbruster (New Earth)","Bad","Brown","Black","Male","Living",5,1988
"dc","Johannes van der Houten (New Earth)","Bad","Blue","White","Male","Deceased",5,1988
"dc","Maxine Sterenbuch (New Earth)","Good","Green","Brown","Female","Living",5,1988
"dc","Ralph Bundy (New Earth)","Good","Blue","Brown","Male","Living",5,1988
"dc","Red Dragon (New Earth)","Bad","Blue","Red","Female","Living",5,1988
"dc","Solomon Buchman (New Earth)","Good","Brown","Black","Male","Living",5,1988
"dc","Belphegor (New Earth)","Good","Green","Black","Female","Living",5,1987
"dc","Graham Gault (New Earth)","Good","Blue","Blond","Male","Living",5,1987
"dc","Randall Truman (New Earth)","Neutral","Blue","Brown","Male","Living",5,1987
"dc","Titano (New Earth)","Neutral","Brown","Brown","Male","Deceased",5,1987
"dc","Brittany Brandon (New Earth)","Neutral","Blue","others","Female","Living",5,1986
"dc","Deron Ved (Earth-One)","Bad","Blue","others","Male","Living",5,1986
"dc","Thomas Bolt (New Earth)","Good","Blue","Brown","Male","Deceased",5,1986
"dc","Whiteout (New Earth)","Bad","White","White","Male","Living",5,1986
"dc","Chroma (New Earth)","Bad","Red","White","Male","Deceased",5,1985
"dc","Bekka (New Earth)","Neutral","Blue","Black","Female","Deceased",5,1984
"dc","Jason Hart (New Earth)","Good","Blue","Brown","Male","Living",5,1983
"dc","Kaylark (New Earth)","Good","Brown","Black","Female","Living",5,1983
"dc","Lord Ruby (New Earth)","Good","Red","White","Male","Living",5,1983
"dc","Takeo Sato (New Earth)","Good","Brown","Black","Male","Deceased",5,1983
"dc","Malagigi (New Earth)","Good","Blue","White","Male","Living",5,1981
"dc","Alexander Tuttle (New Earth)","Bad","Blue","Blond","Male","Living",5,1979
"dc","Cassius Bannister (Earth-One)","Good","Brown","Black","Male","Living",5,1979
"dc","Leona Pierce (New Earth)","Good","Brown","Brown","Female","Living",5,1978
"dc","Earl Clifford (New Earth)","Good","Brown","Black","Male","Deceased",5,1977
"dc","Syonide I (New Earth)","Bad","Blue","Blond","Male","Living",5,1977
"dc","John Watson (New Earth)","Good","Blue","others","Male","Living",5,1975
"dc","Colonel Sulphur (New Earth)","Bad","Blue","Black","Male","Living",5,1972
"dc","Ned Creegan (New Earth)","Bad","Black","Brown","Male","Living",5,1967
"dc","Charles Lane (New Earth)","Good","Blue","Black","Male","Deceased",5,1941
"dc","Nyola (Earth-Two)","Bad","Brown","Brown","Female","Living",5,1940
"dc","Barack Obama (New Earth)","Good","Brown","Black","Male","Living",4,2011
"dc","Darla Dudley (New Earth)","Good","Brown","Black","Female","Living",4,2011
"dc","Dawn Golden (New Earth)","Good","Blue","Red","Female","Deceased",4,2011
"dc","Delores Stebbins (New Earth)","Bad","Black","Red","Female","Living",4,2011
"dc","Eugene Choi (New Earth)","Good","Brown","Black","Male","Living",4,2011
"dc","Pedro Pe\u00f1a (New Earth)","Good","Brown","Black","Male","Living",4,2011
"dc","Promise (New Earth)","Neutral","Black","Blond","Female","Living",4,2011
"dc","Ri (New Earth)","Good","Black","Black","Female","Living",4,2011
"dc","Sasha Lo (New Earth)","Good","Brown","Black","Female","Living",4,2011
"dc","Therestra (New Earth)","Good","Blue","Blond","Female","Living",4,2011
"dc","Catherine Van Derm (New Earth)","Good","Green","Red","Female","Living",4,2010
"dc","Funnel (New Earth)","Bad","Black","Black","Female","Living",4,2010
"dc","Khea Taramka (New Earth)","Bad","Black","Black","Female","Living",4,2010
"dc","Nasreen Samari (New Earth)","Neutral","Brown","Black","Female","Living",4,2010
"dc","Nell Little (New Earth)","Good","Brown","Black","Female","Living",4,2010
"dc","Neon Black (New Earth)","Bad","Green","Black","Male","Deceased",4,2010
"dc","Nicole Morrison (New Earth)","Good","Brown","Black","Female","Living",4,2010
"dc","Thomas Tomorrow (New Earth)","Good","Blue","Blond","Male","Living",4,2010
"dc","Winslow Heath (New Earth)","Bad","Green","others","Male","Living",4,2010
"dc","Bettie Reynolds (New Earth)","Good","Brown","Blond","Female","Living",4,2009
"dc","Giuana (New Earth)","Bad","Brown","Brown","Female","Deceased",4,2009
"dc","Mark Sunderland (New Earth)","Bad","Blue","Blond","Male","Living",4,2009
"dc","Miss Bloss (New Earth)","Neutral","White","Black","Female","Living",4,2009
"dc","Pele (New Earth)","Neutral","Brown","Brown","Female","Living",4,2009
"dc","Vitoria (New Earth)","Bad","Brown","Brown","Female","Living",4,2009
"dc","Zeddmore Washington (New Earth)","Bad","Brown","Black","Male","Deceased",4,2009
"dc","Carlo Calzone (New Earth)","Bad","Black","Red","Male","Living",4,2008
"dc","Jacob (New Earth)","Bad","Red","Black","Male","Living",4,2008
"dc","Jared (New Earth)","Bad","Red","Black","Male","Living",4,2008
"dc","Kusanagi (New Earth)","Good","Black","others","Female","Living",4,2008
"dc","The Thief (New Earth)","Bad","Green","Brown","Male","Living",4,2008
"dc","Titus (New Earth)","Bad","Black","Black","Male","Deceased",4,2008
"dc","Amina Franklin (New Earth)","Good","Brown","Brown","Female","Living",4,2007
"dc","Dusan al Ghul (New Earth)","Bad","Black","White","Male","Deceased",4,2007
"dc","Elias Stone (New Earth)","Good","Black","Black","Male","Living",4,2007
"dc","Gorflack (New Earth)","Good","Green","Brown","Male","Living",4,2007
"dc","Lucas Terrel (New Earth)","Good","Brown","Brown","Male","Deceased",4,2007
"dc","Rena (New Earth)","Bad","Brown","Black","Female","Living",4,2007
"dc","Shaggy Man III (New Earth)","Bad","Red","Brown","Male","Living",4,2007
"dc","Vortigar (New Earth)","Bad","others","Brown","Male","Living",4,2007
"dc","Alexander Ferguson (New Earth)","Good","Blue","Blond","Male","Deceased",4,2006
"dc","Diviner (New Earth)","Bad","Brown","Brown","Male","Living",4,2006
"dc","Roxanne Sutton (New Earth)","Bad","Green","Red","Female","Living",4,2006
"dc","Saber (New Earth)","Bad","Brown","Brown","Female","Living",4,2006
"dc","Tally Man II (New Earth)","Bad","Brown","Black","Male","Living",4,2006
"dc","Talon (Earth-3)","Neutral","Blue","Black","Male","Living",4,2006
"dc","Carla Marcus (New Earth)","Good","Brown","Brown","Female","Living",4,2005
"dc","Lucia (New Earth)","Bad","Brown","Black","Female","Living",4,2005
"dc","Mad Dog (New Earth)","Bad","Brown","Black","Male","Living",4,2005
"dc","Pandora II (New Earth)","Good","Brown","Brown","Female","Living",4,2005
"dc","Fetch (New Earth)","Good","Blue","Brown","Male","Living",4,2004
"dc","Sigourney Amundsen (New Earth)","Good","Green","Blond","Female","Living",4,2004
"dc","Nnamdi (New Earth)","Good","Red","Black","Male","Living",4,2003
"dc","Ariadne Pinxit (New Earth)","Bad","Blue","Blond","Female","Living",4,2002
"dc","Byakko (New Earth)","Good","Blue","White","Female","Living",4,2002
"dc","Lady Zand (New Earth)","Bad","Blue","Brown","Female","Living",4,2002
"dc","Nia (New Earth)","Good","Brown","Black","Female","Living",4,2002
"dc","Falizia (New Earth)","Good","Brown","Brown","Female","Living",4,2001
"dc","Todd Oszechorski (New Earth)","Bad","Brown","Blond","Male","Living",4,2001
"dc","Samuel Yates (New Earth)","Bad","Brown","Brown","Male","Deceased",4,2000
"dc","Shock Trauma (New Earth)","Bad","Brown","Black","Male","Deceased",4,2000
"dc","Sylvan Scofield (New Earth)","Bad","Brown","Brown","Female","Living",4,2000
"dc","Turk (New Earth)","Bad","Brown","Brown","Male","Living",4,2000
"dc","Angelo Mirti (New Earth)","Bad","Black","others","Male","Deceased",4,1999
"dc","Isabelle Cheranova (New Earth)","Bad","others","Red","Female","Living",4,1999
"dc","Rebecca McFadden (New Earth)","Good","Green","Brown","Female","Living",4,1999
"dc","William Hayes (New Earth)","Bad","Brown","Black","Male","Living",4,1999
"dc","Ariella Kent (New Earth)","Good","Blue","Red","Female","Living",4,1998
"dc","Claudio Volpe (New Earth)","Bad","Brown","Blond","Male","Living",4,1998
"dc","Miss Fear (New Earth)","Bad","Brown","Black","Female","Living",4,1998
"dc","Scarlet Rose (New Earth)","Bad","White","Brown","Female","Deceased",4,1998
"dc","Armitage Hawsley (New Earth)","Bad","Brown","Black","Male","Living",4,1997
"dc","Craig Windrow (New Earth)","Bad","Brown","Brown","Male","Living",4,1997
"dc","Archer Braun (New Earth)","Bad","Blue","Blond","Male","Living",4,1996
"dc","Dalkriig-Hath (New Earth)","Bad","White","Black","Male","Deceased",4,1996
"dc","Alan Armstrong (New Earth)","Good","Blue","Black","Male","Living",4,1995
"dc","Jacob Bernstein (New Earth)","Bad","Blue","Blond","Male","Living",4,1995
"dc","Jacob Freeman (New Earth)","Good","Black","others","Male","Deceased",4,1995
"dc","Paul Christian (New Earth)","Bad","Brown","Brown","Male","Living",4,1995
"dc","Rafael Harris (New Earth)","Neutral","Brown","Black","Male","Living",4,1995
"dc","Shiv II (New Earth)","Bad","Blue","Blond","Male","Living",4,1995
"dc","Technician (New Earth)","Bad","Brown","Black","Male","Living",4,1995
"dc","Cricket Kelly (New Earth)","Good","Blue","Blond","Female","Living",4,1994
"dc","Jeven Ognats (Post-Zero Hour)","Good","Brown","Brown","Male","Living",4,1994
"dc","Madeline Giles (New Earth)","Bad","Brown","Black","Female","Living",4,1994
"dc","Njara Kattuah (New Earth)","Bad","Brown","Black","Male","Deceased",4,1994
"dc","Raymond Kessler (New Earth)","Bad","Blue","Brown","Male","Living",4,1994
"dc","Sidearm (New Earth)","Bad","Blue","Red","Male","Deceased",4,1994
"dc","Troll (New Earth)","Bad","Green","Black","Male","Deceased",4,1994
"dc","John Oakes (New Earth)","Good","Blue","Black","Male","Living",4,1993
"dc","Razer (New Earth)","Bad","Brown","Black","Male","Living",4,1993
"dc","Roger Goldman (New Earth)","Bad","Brown","Brown","Male","Deceased",4,1993
